Probity|the quality of a person who is completely honest|The criminal knew he could not buy the judge who was known for his probity.|
Quarry|an area from which materials like stone are removed|At night, the moonlight caused the stones in the quarry to shine.|
Quarter|one of four equal parts|With five minutes left on the clock, the defense performed much better than they did in the previous quarter.|
Quartet|a musical group with four members|The final performance had to be postponed since two of the four members were sick with the flu.|
Quasar|an incredibly distant celestial object made of a vivid mass of light and energy|A quasar is a cosmic entity that is filled with energy.|
Quash|to put an end to something|Refusing to give in to the toddler’s demands, the exasperated mother was hell-bent on coming up with a plan to quash the tantrums.|
Quaver|a tremor in an individual’s voice usually caused by nervousness or anxiety|You could hear a quaver in the nervous girl’s tone.|
Quavering|shaking, trembling, or vibrating|The little girl’s quavering body continued to shake as she looked for the monster under her bed.|
Quay|a concrete loading dock situated on the edge of a body of water|After years of loading and unloading freight on top of it, sections of the old concrete quay began to crumble into the sea.|
Queasy|feeling sick and nauseated|As the boat began to pick up speed, a few of the ship’s passengers began to feel queasy from the motion.|
Queen|a woman ruler of a kingdom or country|Presenting a feast fit for a queen, the peasants tried to make sure everything was in place for her majesty.|
Queer|strange; odd|Peering into the queer little house, Georgia couldn’t understand why all the unusually shaped furniture was painted pink and blue.|
Quell|to calm or reduce|Before Sarah gives a speech, she always drinks a shot of whiskey to quell her nerves.|
Quench|to satisfy an actual or figurative thirst, or to put out a fire|Aiming to quench her thirst, the runner guzzled down the water at full speed.|
Querulous|full of complaints; complaining|If there was an award for being querulous, my aunt would win because she is always complaining about something.|
Query|an inquiry for information|State officials have launched a query into allegations of judicial misconduct by Judge Petros.|
Quest|a trip taken to find something or someone|Jan’s quest for fame led her to do immoral things.|
Question|to interrogate or cross-examine someone while looking for answers|Police continued to question the suspect in an attempt to get him to confess to the crime.|
Questionable|not certain; doubtful|Attending the game is questionable since it will probably be rescheduled due to rain.|
Questionnaire|a set of questions used to gain specific information from people responding to the survey|Respondents to the second questionnaire provided follow up information about the types of cleaning products they use.|
Queue|a waiting list or line in which people and/or problems are dealt with in order|We stood in the queue for hours waiting to get tickets to the championship game.|
Quib|a witty or clever remark that is said in a taunting way|The barmaid continued to flirt with the man, throwing every quib and witty joke she could think of into the conversation.|
Quibble|to quarrel about minor matters|It is normal for married couples to quibble over small things like who controls the television remote.|
Quick|moving fast or doing something in a short timeframe|The rabbit was much too quick for my large dog to catch him, darting away and into a small crevice.|
Quickly|at a rapid speed; fastly|Speeding quickly down the highway, the distracted driver missed a curve and careened off of the mountainside.|
Quiddity|the qualities of something that makes it what it is, usually on purpose|The quiddity of motherhood was reflected in Ms. Dowling because she was always baking cookies and tending to her child’s needs.|
Quidnunc|a busybody who always wants to know other people’s business|The town’s biggest quidnunc, Nancy loved to gossip about other people’s personal lives.|
Quiet|calm with little or no noise|Moving into a quiet neighborhood, the couple was glad to be able to sleep peacefully at night.|
Quietude|a state of quiet stillness and calmness|In quietude and coolness, the couple enjoyed a picnic on a grassy knoll beside the calm stream.|
Quietus|the termination of something, usually unpleasant in nature|The police officer’s arrival brought a quietus to the argument between the two neighbors.|
Quill|a pen made from the feather of a bird|Placing the pointed black quill on the paper, the president prepared to write a letter to the general.|
Quilt|a blanket made by sewing fabric squares or pieces together usually in a pattern|When I unfolded my grandmother’s hand-sewn quilt, I could see different shapes coming together in a specific design.|
Quintessence|most perfect example of its type|Hillary has always been the quintessence of high fashion, so I was taken aback when I saw her wearing an old, saggy pair of jeans and a ragged T-shirt.|
Quintessential|a model example of a specific quality|The critics love the director’s latest film and consider it to be the quintessential horror movie.|
Quip|a clever statement|The president responded to the journalist’s question with a clever quip.|
Quirk|an odd behavior or different way of acting|Janice has this irritating quirk of rolling her eyes whenever she speaks.|
Quirky|unusual, but in an attractive or interesting way|The quirky yellow cottage is decorated in a strange yet attractive way.|
Quisling|a traitor who helps an enemy that has taken control of his or her country|The quisling was a traitor who helped the British when they came to try and take over his country.|
Quit|to leave a place or stop doing a task|The teacher wanted to quit her job, but she has to find another one first.|
Quitclaim|a legal document that transfers ownership of a property from one person to another|A quitclaim deed was issued to Jenny after her mother transferred the property into her name.|
Quite|significantly; fairly|Seasoned wings were quite tasty, but not as delicious as the corn on the cob.|
Quiver|to shudder with a slight sound or motion, usually because of strong feelings|I knew Jill was upset when her lips started to quiver.|
Quivering|trembling and shaking|Quivering when she came out of the chilly water, the swimmer decided that it was too cold to swim after all.|
Quixotic|unrealistic and impractical|Although Jack’s plan for killing the giant was quixotic, it was the village’s only hope.|
Quizzical|suggesting confusion or disbelief|Because I am a male, the doctor gave me a quizzical look when I told him I was pregnant.|
Quondam|former; previous|The quondam beauty queen was much more exotic than the one currently being crowned.|
Quorum|the needed number of people to be present at a meeting in order to conduct business|When Congress met to discuss the issue at hand, they realized that they would postpone the session until a quorum was met.|
Quota|a goal or quantity that is assigned|Each seamstress has a quota of fifty blankets that must be sewn each day.|
Quotidian|everyday events that are normal and not that exciting|As the days of celebration wore on, the formerly spectacular events began to seem more quotidian, and the king found himself yawning at the chariot races.|
Quotient|the end of result of division|The fun quotient reduced significantly when mom decided to tag along.|
Rabbi|a religious scholar that teaches Jewish law|As an assistant rabbi, the man was responsible for helping with the b’nai mitzvah program and teaching coming of age rituals to Jewish boys.|
Rabble|a disorderly mob or crowd|An angry rabble gathered outside of the courthouse and threw bottles at the mob on the other side of the street.|
Racial|related to race or ethnicity|Racial jokes aimed at Hispanics offended the mostly Mexican audience.|
Racism|prejudice and discriminatory actions towards others because of their ethnicity|Racism during the Jim Crow era led to African Americans being banned from most public places.|
Racist|someone who holds prejudiced beliefs or shows discriminatory behavior towards others of a certain race or ethnic background|Racist protesters lined the city streets to protest the school integration of blacks and whites.|
Rack|a stand or shelf used to hold or hang things|A shoe rack and several small cubbies lined the walls of the classroom.|
Racket|an unpleasantly loud and irritating noise|Upstairs in the playroom, the loud children are making quite a racket.|
Racketeer|a person who takes part in a fraudulent or dishonest business|Implicated in at least 10 different fraudulent business deals, the racketeer is facing serious jail time.|
Racking|tormenting; agonizing|Making a racking noise up and down the halls of the haunted inn, the ghost continued to terrorize all who dared to stay the night.|
Raconteur|one recognized as being a talented teller of stories|The kindergarten teacher was an excellent raconteur who had no problem keeping her young charges engaged with her stories.|
Racy|describes something exciting and slightly shocking because it is sexual|Racy pictures of the celebrity showed up in the tabloid, embarrassing her husband and children.|
Radar|a device that uses radio waves to locate something|Bringing a radar along on his latest trip, the fisherman hoped that he would be able to use the device to find schools of catfish.|
Radiance|glowing brightness|Pure radiance shined through the water as the sun’s rays caused the waves to glisten.|
Radiant|shining with happiness|The bride looked radiant as she walked down the aisle.|
Radiate|to give off|Hopefully the small heater will radiate enough warmth to heat the room.|
Radical|an idea that is different from traditional views|The conservative church leaders were not interested in hearing any radical religious ideas.|
Radius|the circular area or distance limited by the sweep of a line|Because I prefer working close to home, I only applied for positions within a ten mile radius of my apartment.|
Raffish|unconventional and unacceptable yet intriguing|The raffish woman drew everyone’s attention when she crashed the wedding.|
Raffle|a lottery-style game where people buy tickets for a prize and one or more tickets is drawn at random|During the Farmerville County Fair, people purchased tickets for a raffle to win a prize-winning chicken only if their ticket was drawn.|
Raft|a flat floating structure for travelling across water that is often made from wood or logs tiled together|The castaway used logs and vine to create a raft that he hoped would help him get off the island.|
Rafters|internal beams extending from the eaves to the peak of a building’s roof|The cluttered garage was packed all the way up to the rafters, with boxes sitting on some of the top beams.|
Rafters|sloping wooden beams that support a roof|The wooden rafters holding up the tilting roof up were the last bit of structure still standing after the tornado ripped the building apart.|
Rage|an intense anger that is extremely difficult to manage|Full of rage, the man slammed his fist through the car windshield.|
Ragged|tattered and worn|An old, ragged flag showed its tattered stripes as it ripped back and forth in the wind.|
Raging|showing power and intensity|A raging storm swooped into the area, destroying homes with its intensity.|
Raid|To invade or search|The successful raid into the nearby country was a military success for the army.|
Rail|a bar or series of bars that serves as a fence or barrier|A rail was placed on the outside of the cruise ship to keep passengers from going overboard.|
Raillery|good-natured bantering|While many people think the brothers are arguing, they’re usually just engaging in some fun raillery.|
Railroad|a steel track along which trains carrying rail cars travel|Moving down the railroad tracks, the train’s whistle let out a loud toot.|
Rain|water that condenses form water vapor and then falls from the sky in tiny droplets|Damp rain splashing down onto the children’s faces was just what was needed on a hot day.|
Raincheck|a promise that something that was supposed to occur now will be accepted later|I know I promised you a dance, but something has come up so I’ll have to take a raincheck.|
Rainfall|the amount of precipitation falling in an area during a specific time|Rainfall across the region over the past 24 hours has ranged from 2 to 3 inches.|
Rainwater|water that has fallen from the sky as rain|Rainwater was collected in a bucket and used to water the flowers a day or so after a storm.|
Raise|to lift something up|The store agreed not to raise gas prices if other stores in the area kept them low as well.|
Rajah|an Indian king or prince|The film describes the life of an Indian rajah who gave up the throne for love.|
Rake|to gather things together into a pile|During the fall, we must rake all the leaves and acorns from the oak tree into big piles for disposal.|
Rakish|filled with a nonchalant attitude that is often displayed in an unconventional manner|Josh’s rakish personality leads him to believe it is okay to have six girlfriends at one time.|
Rally|to come together in support|Soldiers in the regime would rally around one another after every completed mission.|
Ram|to butt or strike something|The police began to ram the door with a piece of steel in order to force their way in.|
Ramadan|the holy month when Muslims fast and try to perform good deeds|Observing Ramadan from dawn until dusk, Muslims do not eat during this point of their holy month.|
Ramble|to talk aimlessly|Because my math professor tends to ramble on, I often fall asleep in class.|
Rambling|speech or writing that is long-winded and confusing|Theresa stopped reading the rambling letter from her jailhouse lover after several minutes of being confused.|
Rambunctious|hyper and energetic|The classroom looked like a war zone after the rambunctious kindergartners ran around knocking things onto the ground.|
Ramification|a change that makes a situation more complicated|Jason was shocked when he learned the ramification of his cheating was immediate expulsion from the university.|
Ramify|intensify or complicate|As the group’s questions began to ramify and thwart the event, the author began to think a Q and A session might better serve their interest.|
Ramose|having many branches|The ramose oak was covered in moss, with the thick peat covering the tree’s many branches.|
Rampage|to rush through an area in a reckless or violent manner|Shoppers went on a rampage through the mall, knocking over racks and pushing each other down.|
Rampant|not restrained|During the riots, crime was rampant in the streets.|
Rampart|a fortified wall or embankment that serves as a protective barrier|Soldiers formed a rampart around the city in order to protect Jericho from being overtaken.|
Ramping|decreasing or increasing in volume, amount, or rate|Since the demand for the product is now low, production efforts are ramping down.|
Ramrod|a metal bar that is used to push explosive material down into the barrel of some old-fashioned guns|A cleaning jag is added to the end of the ramrod to make cleansing of the gun barrel easier.|
Rancid|being foul in taste or smell|The oil went rancid because it was overly exposed to sunlight.|
Rancor|a feeling of hate or anger|Even though my mother despised her twin sister, she always spoke about her without rancor.|
Rancorous|bitter or resentful|Mr. Knightly is a rancorous old man who is always unhappy and seemingly angry at everyone, even if they are strangers.|
Random|accidental; by chance|Corrupt police officers conducted random stop-and-frisk stays throughout the city, targeting people unsystematically.|
Rang|caused a device with a bell to ring by striking it|The children rang the doorbell and then ran away as soon as someone answered the call.|
Range|an assortment of things that are of the same general type|A range of emotions filled the heart of the woman who had recently lost her husband and given birth to their child.|
Rangeland|an open piece of land where animals graze|The forage on the rangeland was dwindling, leaving little for the cattle to eat on during the winter.|
Ranging|varying between|The teacher has many students in each class, ranging from 25 to 30 per section.|
Rank|foul smelling; pungent|After a day of being left out to sour, the rank milk had curdled and begun to smell.|
Rankle|to cause bitterness or irritation|The fact the plane is leaving two hours late is certainly going to rankle the passengers.|
Ransack|a frantic hunt for an item that leaves chaos and/or damage in its wake|The thieves continued to ransack the house until they came across the shoebox stuffed with money.|
Ransacking|to search through something hurriedly or carelessly|Ransacking the place, the burglars threw everything around as they tried to steal all the valuables from the home.|
Ransom|something that is paid to free an individual who is being held as a hostage|In some cases you can pay the ransom and still not have your loved one returned.|
Rant|an act complaining or speaking about something in a loud, lengthy, angry, emotional manner|The woman’s irate Facebook rant was not representative of her character and was eventually taken down.|
Rap|a sharp knock or blow made quickly|A sharp rap at the door startled the nervous housewife who wasn’t expecting any visitors.|
Rapacious|aggressively greedy|Because of its rapacious appetite, the shark is often considered to be more of an eating machine than a living creature.|
Rapid-fire|describes something coming quickly, one after the other|Rapid-fire questioning during round three of the quiz bowl happened so quickly that most of the contestants became nervous.|
Rapid|moving swiftly|Thank you for your rapid response to my question.|
Rapidity|quickness; swiftness|Mashing the buttons with great rapidity, the toddler quickly locked his mother’s phone with his insistent pressing.|
Rapier|a long slender blade that has two edges and a protective ornament for the hand|In fencing, I often use a rapier because it has a long blade that makes it perfect for thrusting.|
Rapine|the taking of another’s property by force|To prevent rapine during the war, many people hid their most valuable possessions.|
Rapport|a pleasant association or relationship|The rapport I have with my therapist allows me to tell her my deepest thoughts.|
Rapprochement|an agreement reached by opposing parties|After the warring countries reached a rapprochement, things in the area are now more politically calm.|
Rapscallion|a person who is mischievous|The young, Irish rapscallion spent most of his first days in New York looking for something to get into.|
Rapt|totally enthralled|The toddler watched the cartoon in rapt attention.|
Raptorial|predatory; preying on others|The raptorial bird flew over the field looking for a small rodent that it could devour.|
Rapture|a mood of great joy or love|John is a spiritual man who claims he experienced rapture during his baptism.|
Rapturous|displaying immense enthusiasm or joy|The singer entered the sold-out concert hall to rapturous applause.|
Rare|uncommon|The coin was a rare edition and was not found in many collections around the world.|
Rarefaction|the lessening of density in a substance|The rarefaction of air occurs as it rises higher in the atmosphere, where it loses much of its density.|
Rarefied|relevant to only a select group|The rarefied book was written in an ancient language that could only be read by a few linguists and historians.|
Rarefy|to convert into something less thick|The humidifier will rarefy the room by putting moisture in the air.|
Rarely|not often; seldom|I rarely use my home office but end up working from my couch instead.|
Rarity|infrequency; uncommonness|It is a rarity to see my grandmother at family functions since she prefers to stay in the house most of the time.|
Rascal|a person who is always getting into trouble or mischief|My grandpa often describes my little brother as a rascal who can’t be still.|
Rash|acting without thinking|The boy acted in a rash manner and didn’t consider the consequences of driving under the influence.|
Rasp|an unpleasant sound, such as a rough surface being rubbed|The nasal rasp of the woman’s voice irritated those listening to her speak.|
Raspy|hoarse or harsh, usually in regards to a person’s voice|My sore throat made my voice sound raspy to my friends, who knew I was sick the moment they heard my hoarse words.|
Rate|charge or fee|My attorney’s rate is much higher than other lawyers because of his excellent reputation and years of experience.|
Rather|quite; to a slight degree|It is rather cold outside, so I should wear a jacket when heading to work.|
Ratify|to officially go on the record as approving something|Unfortunately, half of the legislators refuse to ratify a bill that would increase funding for public schools.|
Ratio|proportion or percentage|The ratio of boys to girls in the classroom was much higher than last year.|
Ration|the portion that is distributed|I put the dog’s daily ration in a bag for the pet sitter.|
Rational|centered on reasoning or logic|I cannot have a rational discussion with my delusional aunt.|
Rationale|an explanation given to justify something|The judge asked the young man to explain his rationale for stealing a police car.|
Rationalism|the practice of basing opinions and actions on reason and knowledge instead of religious belief or emotion|The scientist insisted that religions should be swept aside and replaced with rationalism.|
Rationalize|to justify negative behavior|When he could not rationalize why he stayed out past curfew, the teen’s parents took his car for a month.|
Rattle|to shake or clatter|Aftershocks from the earthquake were strong enough to rattle the china in the kitchen cabinet.|
Raucous|behaving in a noisy and disorderly way|Raucous but fun is how they always describe her birthday parties.|
Ravage|to destroy|The category five hurricane will ravage the city.|
Rave|to speak wildly and incoherently, as though insane|The hermit would rave at anyone that happened upon his home in the woods, never making sense or saying anything reasonable.|
Ravel|to untangle or unravel and object or situation|As more and more facts came to light, the truth about who murdered the butler began to ravel.|
Ravenous|very hungry|As a ravenous carnivore, Adam was sure that he would be able to finish the 4-pound steak in an hour.|
Ravine|a tiny yet deep valley|As the driver lost control on the dirt road, the car suddenly headed into the ravine.|
Ravings|crazy, irrational statements that have no meaning|The ravings of a madwoman, the writing in the notebook made no logical sense.|
Ravishing|extremely beautiful|The groom thought the bride looked ravishing in her wedding dress.|
Ray|a narrow beam of light|A ray of light shined out of the flashlight and directly onto the suspect.|
Razbliuto|used to describe the feeling of having once loved something but no longer feeling the same way about|My feeling of razbliuto was for my past love, who I once felt great passion for but now only detested.|
Raze|to demolish|As part of his campaign promise, the mayoral candidate pledged to raze all neglected properties that were unfit for human life.|
Reachable|accessible or able to be achieved, reached|Twenty thousand sales is a reachable target that we should be able to meet this month.|
React|to respond or behave in a certain way|We hope my brother will react in an excited way when we yell “surprise!”|
Reactant|a substance that is there at the beginning of a chemical reaction|Hydrogen is a reactant which when combined with oxygen can make water.|
Readily|willingly and without doubt|My empty stomach readily received the food I ate for lunch.|
Readiness|the act of being prepared and equipped|The future college student’s readiness to attend college could be seen since she had already paid all of the tuition and packed her bags.|
Readout|the output of a computer in readable form|The ATM spit out a readout that told the customer how much money she had in her account.|
Reaffirm|to state something again|By transferring to the Middletown Baptist Church, I had to reaffirm my faith in front of the congregation.|
Real|genuine and authentic|The woman in the market is selling real designer purses and not the knockoff versions.|
Realign|to bring back into alignment; to restore to a new or correct position|Doctors worked to relieve his shoulder pain and realign the joint.|
Realism|a realistic approach of accepting things as they are and dealing with them accordingly|The scientist always approached his work with a sense of realism and refused to let emotions lead him.|
Realist|a person who accepts the true nature of a situation rather than an idealized version|As a realist, the Prima prides herself on being a rational thinker that can solve any problem that arrives.|
Realistic|based on what is real, sensible, or practical|The actress gave such a realistic performance that it was hard to believe she wasn’t the actual character from the book.|
Reality|the true situation exactly as it exists|The reality of the family’s poverty meant they didn’t have much food or water.|
Realization|the action of becoming informed or aware|The realization shocked me into silence when I figured out my boyfriend was stumbling through a marriage proposal.|
Realize|to understand or become aware of something|The distracted driver didn’t realize the puppy was on the road and barely missed hitting him with her car.|
Realm|a subject or area in which an individual has curiosity, experience, and/or knowledge|In recent years, many technological innovations have deepened my interest in the realm of computer science.|
Reap|to harvest by cutting|With the invention of the thresher, farmers were able to reap their crops faster than before.|
Rear|the back part of something|Working out almost daily, the shapely woman tried to sweat off her rear end.|
Reason|cause or basis|There is no reason to clean the house because it is already spotless.|
Reason|a cause or basis|The student became very sick with the flu and had to miss school for that reason.|
Reasonable|sensible and rational|After so many silly answers, the teacher was happy that her top student gave a reasonable response to the question.|
Reasoning|thinking; figuring|When the couple fell in love, all logical reasoning flew out the window.|
Reassurance|words spoken or actions taken to make a person feel better|After I lost the contest, my husband spoke words of reassurance so I wouldn’t doubt my ability.|
Reassure|to say or do something to remove fear or doubt|The husband tried to reassure his wife that he loved her no matter what.|
Reassuring|to make someone feel less afraid or doubtful through comfort and support|In a reassuring tone, the doctor assured the patient that he would make it out of surgery.|
Reawakening|the renewal of a feeling or interest in something|Once he was treated for depression, the patient experienced an emotional reawakening and began to enjoy life again.|
Rebarbative|unpleasant and unattractive|The unpleasant waitress’s rebarbative stopped her from getting many tips at the café.|
Rebate|an portion of money returned to you after the purchase of something|The car dealership offered the potential buyer 6k back in the form of a rebate if he chose to buy the vehicle.|
Rebel|to rise up in a revolt against something|Members of the group decided to rebel after seeing that no one was listening to their ideas.|
Rebellion|an attempt to replace one form of government with another or an organized act of defiance against authority|The plantation owner killed the leader of the slave rebellion to deter other slaves from being disobedient.|
Rebellious|unruly and wild with behavior and actions|The rebellious teen refused to listen to his parents and did what he wanted to do.|
Rebirth|to be born again or revival of something to take place again|After suffering from the Civil War, the two sides came back together in a rebirth so the nation could function united as it once did.|
Rebound|to bounce back off of something|When the basketball players shoot the ball, they are hoping it will go in and not rebound off the backboard.|
Rebuff|to turn down or refuse|Since your offer does not benefit me, I will have to rebuff it and walk away empty-handed.|
Rebuke|to criticize sharply or a sharp criticism|Good parents praise their children more than they rebuke them.|
Rebuttal|an account that is written or stated to contradict another idea|Since the defense attorney did not have a rebuttal to the prosecutor’s statement, he was unable to make the jury believe his client’s alibi.|
Recalcitrant|stubborn|Despite being offered treats by his parents, the little boy was still recalcitrant about doing his homework.|
Recall|to call up a memory|Because the woman didn’t want her abusive husband arrested, she swore she couldn’t recall her attacker.|
Recant|to retract a public statement|After being convicted of perjury, the witness had to recant her remarks against the defendant.|
Recap|a review of something|The teacher gave us a recap of everything we had learned over the semester the day before the final exam.|
Recapitulate|to review or repeat|At the start of each class, the professor will recapitulate yesterday’s lecture.|
Recast|to allocate the parts of a play to different actors than originally intended|The actors in the play were recast once the director realized that they were not in the best roles possible.|
Recede|to go back|If you look closely at George’s hair, you can see where his hairline has started to recede.|
Receding|to move back or further away|Phil wears a hat whenever he is in public to hide his receding hairline.|
Recent|new; latest|Recent weather reports show that hurricane Sydney is still headed our way.|
Recently|lately; not long ago|Recently, several children have asked to join our book club.|
Receptacle|an item used to hold something|All trash should be placed in the garbage receptacle.|
Reception|a party thrown for a special occasion|The menu for the reception included finger foods, punch, and a two-tiered cake.|
Receptive|ready to receive new ideas or concepts|Every Friday night, Ben hits the club scene in hopes of finding a woman who will be receptive to his charm.|
Recess|a short break|After a short recess, the judge will return and decide on the case.|
Recession|a time period in which economic movement is exceptionally slow|During the recession, many individuals found it difficult to pay their bills.|
Recessive|going in a backwards direction|When my teenager becomes upset, she resorts to the recessive behavior of a small child and starts sucking her thumb.|
Recidivism|the act of repeatedly committing crimes|In the state, the rate of recidivism has decreased as noted by the fact fewer criminals are returning to prison.|
Recidivist|one who falls back into prior habits, especially criminal habits; a repeat offender|The recidivist drunk driver knew that the judge would throw the book at him.|
Recipe|a set of instructions for preparing a dish|Mixing up my grandmother’s famous chocolate cake for the fiftieth, I no longer needed to look at the recipe.|
Recipient|one who receives, such as one who receives money or goods|Michael is the recipient of a Nobel Peace prize because of the discovery he made in the field of medicine.|
Reciprocal|shared, felt, or shown by both sides|Unfortunately, I have to tell my best friend his romantic feelings towards me are not reciprocal.|
Reciprocate|to pay back in return|Because you helped me move, I will definitely reciprocate the favor when you relocate.|
Recite|to repeat something aloud, often before an audience|Alex was expelled from public school when he publicly refused to recite the pledge of allegiance.|
Reckless|unconcerned to danger or the consequences; careless|The reckless driver did not stop at the red light.|
Reckon|to anticipate a specific thing will occur|From the loud cheers, it’s obvious the local fans reckon their team will win the game.|
Reclaim|to retrieve or recover something that was once lost|The invaders fought with the country’s soldiers to reclaim the land that belonged to them so long ago.|
Reclamation|the act of recovering or retrieving something|When the car owner defaulted on his loan, the bank hired a company to handle the reclamation of his vehicle.|
Recline|to tilt back or lie down|Cramped airline space made it difficult for the passenger to recline her seat back.|
Recliner|a lounger or adjustable seat where the back of the chair can move forwards or backwards|If someone got rid of my dad’s favorite recliner in the den, he would never be able to find a place to sit back and relax ever again.|
Recluse|a person who lives alone and avoids other people; a hermit|Despite her reputation as a recluse, Samantha held regular gatherings in her home to entertain close friends.|
Recognition|acknowledgement; identification; awareness|The biggest form of gratitude we can extend to the fallen soldiers is our recognition that they gave their lives so that others might live.|
Recognizance|a bond entered before a court of record or judge|After posting a $20,000 bond, the man was released by the judge on his own recognizance.|
Recognize|to know and remember (someone or something) because of previous knowledge or experience|Bold and daring, Harriet Tubman helped over 300 slaves escape to freedom through the Underground Railroad.|
Recollect|to remember|Racing frantically throughout the house, the frazzled woman tried to recollect where she had placed her car keys.|
Recommence|to continue or start again|The construction will recommence after the hurricane leaves the area.|
Recommend|to suggest or advise|We do not recommend going to the restaurant if you are in a rush since the service is rather slow.|
