Volunteer|to donate time or energy to a cause usually charitable|The students volunteer at the annual beach clean up.|
Wrench|to pull or twist something away violently|Tiff tried to wrench all of the water out of the rag by twisting it really tightly.|
Wrenching|forcefully pulling away from something or someone|1. The football player tried wrenching the ball from the other team member’s hands, but his grip was too strong.|
Wrest|to forcefully take something away|My wife had to wrest the candy bar from my hands in order for me to stop eating it.|
Wrestle|to struggle with a difficultly or problem|The unhappy worker continues to wrestle with the decision to find a better job.|
Wretched|incredibly miserable|After a night of overindulging in rich foods and alcoholic drinks, I am wretched.|
Wriggle|to move or twist in contorted motion|The rabbit was able to wriggle its way out of the net and moved its body well enough to escape the trap.|
Wright|one who builds or erects|After the architect finished drawing his plans, it was time for the wright to follow through with the project.|
Wring|to squeeze or twist in an effort to remove liquid from something|After I stepped in the puddle, I had to wring water from my socks.|
Wrinkle|a slight line or fold, especially in skin or fabric|The maid used the steaming hot iron to smooth each wrinkle on her boss’s shirt.|
Wrinkled|to make or cause folds or lines in something|Because she balled the clothes up into a pile, the maid wrinkled the hotel guest’s once ironed shirts.|
Writ|the power to enforce submission and compliance|It is beyond the writ of adults to punish children that are not their own for misbehavior regardless of how bad it is.|
Write|to mark words or symbols down, especially on paper|Students were asked to write their full names on the piece of paper.|
Writer|one who has authored or written something|Kristen hired a talented writer to help her put her life story in book form.|
Writhe|to twist as if from struggling or pain|When the old man had a heart attack, he fell to the floor and began to writhe around on the carpet while holding his chest.|
Written|having made marks that represent letters, shapes, or numbers, usually on paper with pen|Written in ink, the words on the pages began to smear when they got wet.|
Wrong|not correct or accurate|The math student came up with the wrong answer, but his teacher helped him find the right solution.|
Wrongdoer|a person who does something wrong or against the law|The wrongdoer faced the judge and begged for a lesser sentence for his crimes.|
Wrongdoing|an action that is morally or legally wrong|If you are guilty of wrongdoing in our society, you must pay either through fines or jail time, depending on the severity of your crime.|
Wronged|betrayed; hurt|Though she felt wronged by her former employer, the woman felt it best to forgive and move forward.|
Wry|describes something sarcastic or a bit humorous|Bill's wry sense of humor made it difficult to be taken seriously at the office.|
Wryly|in a witty yet mocking manner|As a self-proclaimed chef, Kelly wryly writes about her experiences in the kitchen.|
Wunderkind|a young prodigy or whiz kid who becomes victorious with his or her accomplishments|When Mozart began composing popular classical music before the age of six, this wunderkind astonished everyone with his early achievements.|
Xanthosis|an abnormal yellowish discoloration of the skin|The doctor explained that cholesterol build-up in the skin cells could cause a yellowing of the skin known as xanthosis.|
Xenophile|a xenophile is a person attracted to foreign people and customs|The American professor is a xenophile particularly interested in Roman cathedrals.|
Xenophobia|a dread or dislike of anything or anyone foreign, especially people from other cultures and races|Shane’s xenophobia prevents him from going to social events where there are people he does not know.|
Xeric|an area or climate that gets a very low volume of water and is often extremely dry|The xeric environment of the desert makes it difficult for plants that require a substantial amount of water to grow.|
Xerox|a photocopy or reproduction of something|The xerox machine in the office is broken and can’t be used to make photocopies.|
Xylem|plant tissue that carries water and minerals from the roots to the leaves|Xylem carried water from the root of the plant to the very center of the leaf.|
Xylophone|a musical instrument played by striking a row of wooden bars with a mallet|The music teacher showed her students how to play a song by tapping each wooden bar on the xylophone.|
Yacht|a sail-boat used for racing or pleasure rides|The family boarded the yacht and prepared to set sail to a private island where they would spend the day.|
Yahoo|a rude, coarse and wild person|One day in her classroom, Ms. Howard determined that the yahoo in class needed to be punished for talking back to her in a rowdy way.|
Yammer|to excessively complain about something|Her grandfather liked to yammer on and on about how things were better back in the old days.|
Yammered|made a loud, repetitive noise|The mouthy woman yammered on and on, telling everyone she met about her relationship problems.|
Yank|to pull something quickly|1. The robber tried to yank the man’s briefcase from his hand, but didn’t pull hard enough.|
Yard|a grassy piece of land surrounding a house|Because the grass in his yard has grown so tall, Ed will spend most of the day mowing it.|
Yarn|to tell a long and unlikely story|The old man loved to yarn on and on about the old days, where he was supposedly some sort of hero of great fame and renown.|
Yearly|happening every year|The family is planning their yearly reunion where they meet up each August and have a cookout.|
Yearn|to have a deep desire for something or someone|When my sister was pregnant, all she did was yearn for chocolate ice cream and French fries.|
Yeast|a single-celled, microscopic fungi used in many food items, nutrition, and even bio-fuels|It’s hard to believe that yeast, a common fungus, is used to make something as delicious as pizza dough.|
Yegg|a thief who is skilled in breaking open safes|Using his safe-cracking skills, the yegg was able to steal all of the money out of the man’s hiding spot.|
Yen|the basic unit of money used in Japan|The yen is the currency of Japan and is the most valued money unit after the dollar and the euro.|
Yeoman|a farmer long-ago who owned a small amount of land|The yeoman was plowing the field on his master’s land.|
Yes|given as a positive or agreeing answer when asked a question|Yes, I can sell you two new pairs of shoes for the rice of one.|
Yesteryear|a point in the past, usually thought of in a nostalgic way|Grandma frequently talked about the beauty of yesteryear when gas was less than a dollar and she could buy a handful of candy for a quarter.|
Yesteryear|last year; or in past years|A famous singer of yesteryear, the old-timer reminisced about all the stages he had performed on during his prime.|
Yet|so far; up until now|The company hasn’t hired anyone yet, but they should be making their selections this week.|
Yield|to bow out|Since I do not know a great deal about the subject, I will yield this question to my well-informed colleague.|
Yielding|productive; providing a profit|The farmland has been yielding more and more crops, allowing the farmers to gain even more money.|
Yoga|an ancient art based on a harmonizing system of development for the body, mind, and spirit through breathing exercises and exercise|Yoga is a combination of three things: various postures, breathing patterns and mindful meditation.|
Yoke|an attachment for two animals side by side with a bar across the top of their necks and each loop around their heads|Pioneers put their oxen’s heads through the rings of the yoke with the attached straps stretched up to the wagon.|
Yonder|in a distant, indicated place; over there|The creek is about a mile or so yonder.|
Yore|a very long time ago|In the days of yore, the Internet did not exist.|
Yourself|a word used by a speaker or writer to refer to the person being addressed as the object of the verb|The speaker that it is important to do most of the work yourself instead of hiring someone else.|
Youth|young people (usually considered a group)|Several teenagers started a church youth group where they can pray and study.|
Youthful|young-looking, child-like|Because of her youthful appearance and energetic spirit, it was hard for anyone to believe that Tina was sixty years old.|
Yowza|a word used to express excitement or surprise|“Yowza,” Bella exclaimed when she saw the table full of delicious cakes and pies.|
Yule|an old term for the Christmas holiday|The Yule holiday is when we set up trees in our homes and decorate them with ornaments and lights.|
Yuletide|an old term for the Christmas season|Yuletide is a time in which we celebrate Christmas, but for a lot of people that season is mostly just about presents and snow.|
Yuppify|to change the way something looks in an effort to attract wealthy people|The novelist made sure to yuppify his story so that well-to-do readers would be interested in reading his book.|
Zaftig|having a full rounded figure|Marilyn Monroe’s zaftig figure made her one of the most famous curvy actresses.|
Zany|unique and amusing|The comedian’s zany performances are hilarious and never fail to engage the audience.|
Zap|to destroy or get rid of something quickly with force|Using the electric bug killer, the homeowner was able to zap many of the pesky bugs in his backyard.|
Zeal|a lot of energy, effort, and enthusiasm|Jack’s zeal made him stand above all the other candidates during the interview process.|
Zeal|eagerness and ardent interest in pursuit of something|The athlete’s zeal gave him the energy to reach the top of the mountain.|
Zealot|one who is uncompromising and fanatical in pursuit of his ideals|The religious zealot was willing to break the law to follow his prophet’s orders.|
Zealous|feeling or showing strong and energetic support for a person, cause, etc.|Because my husband is a zealous supporter of the high school football team, he donates money to their organization every year.|
Zealousness|enthusiastically full of eagerness and excitement|The manager’s zealousness when it comes to work helped him quickly earn a reputation as one of the company’s most eager workers.|
Zeitgeist|the spirit or identity of a specific time period|The zeitgeist of the years preceding the war was a desire for isolation since no one wanted to get involved in an international crisis.|
Zen|feeling extremely relaxed, peaceful, and free of worries|She turned towards Zen to help her relieve the stress in her life.|
Zenith|the strongest or most successful period of time|Before her zenith ended, Meredith published six best-selling books.|
Zephyr|a light or delicate wind|By evening, the harsh wind following the storm had turned into a zephyr that did nothing more than move the leaves.|
Zeppelin|a long, rigid, German airship that was used during World War I bombings and to transport passengers after the war|As the German airship approached the target, the Zeppelin prepared to use its missile to bomb the area.|
Zero|the figure that is written as 0 and represents none|1. The bank claimed that zero dollars were in the man’s account, but he thought he had some money.|
Zest|a great amount of enthusiasm|Kate's zest for running keeps her very active.|
Zestful|full of energy and excitement|The runners like to enter zestful competitions that will push their energy and make them work for the prize.|
Ziggurat|a tower that is tiered and rectangular in shape and occasionally topped by a holy place|The shape of the ziggurat is very similar to the shape of a pyramid.|
Zigzag|a line of a “z” pattern in which it crisscrosses back and forth|In order to escape the police, the fleeing car would zigzag in between cars going back and forth down the two lanes.|
Zilch|zero or nothing|She knew zilch about camping, so when she was asked to help put up the tent she fumbled with poles.|
Zinger|a surprising or shocking piece of news|The writer included a zinger to surprise the reader at the end of the novel.|
Zodiac|a divided band in sky along which the sun, the moon, and most of the planets move that is connected to astrology and twelve signs|Twelve cities in the state were named after astrological parts of the zodiac.|
Zone|an area or division|The zone only has houses and no stores or shops can be built there.|
Zoology|that portion of science that deals with the analysis of animals and their behaviors|Since Chamberlain had a fierce love for animals, choosing zoology as a college major was a natural choice for him.|
Zoom|to move very quickly|The cars began to zoom around the racetrack, moving faster and faster with each lap.|
Zygote|the fertilized egg that results from the union of sex cells|A zygote is formed when a sperm cell and an egg cell merge.|
